Year,LME,LME_name,Effective Effort (kilowatt)
1960,39,North Australian Shelf,3 553 028.39
1960,40,Northeast Australian Shelf,4 294 364.29
1960,41,East Central Australian Shelf,1 617 174.96
1960,42,Southeast Australian Shelf,3 870 301.19
1960,43,Southwest Australian Shelf,4 228 639.68
1960,44,West Central Australian Shelf,1 920 322.97
1960,45,Northwest Australian Shelf,4 981 898.68
1960,46,New Zealand Shelf,1 571 410.94
1960,47,East China Sea,19 956 389.55
1960,48,Yellow Sea,9 062 610.76
1960,49,Kuroshio Current,38 581 680.09
1960,50,Sea of Japan,25 515 170.78
1960,51,Oyashio Current,2 206 038.54
1960,52,Okhotsk Sea,12 695 735.14
1960,53,West Bering Sea,987 301.40
1960,54,Nrothern Bering - Chukchi Sea,6 504 019.11
1960,59,Greenland Sea,9 710 443.92
1960,62,Black Sea,57 115 951.74
1960,65,Aleutian,3 435 686.67
1961,1,East Bering Sea,22 109 152.96
1961,2,Gulf of Alaska,95 056 655.94
1961,3,California Current,60 868 890.33
1961,4,Gulf of California,4 514 199.58
1961,5,Gulf of Mexico,63 069 624.70
1961,6,Southeast U.S. Continental Shelf,10 734 184.19
1961,7,Northeast U.S. Continental Shelf,88 577 376.18
1961,8,Scotian Shelf,89 410 186.45
1961,9,Newfoundland-Labrador Shelf,79 696 770.66
1961,10,Insular Pacific-Hawaiian,13 632 302.70
1961,11,Pacific Central-American Coastal,46 516 548.18
1961,12,Caribbean Sea,62 588 253.96
1961,13,Humboldt Current,16 817 430.66
1961,14,Patagonian Shelf,5 351 892.11
1961,15,South Brazil Shelf,6 417 588.29
1961,16,East Brazil Shelf,20 495 970.43
1961,17,North Brazil Shelf,14 544 098.86
1961,18,Canadian Eastern Arctic -West Greenland,29 826 001.63
1961,19,Iceland Shelf/Sea,1 681 584.38
1961,20,Barents Sea,32 202 482.48
1961,21,Norwegian Sea,17 123 236.19
1961,22,North Sea,168 575 549.21
1961,23,Baltic Sea,53 859 474.16
1961,24,Celtic-Biscay Shelf,181 001 282.90
1961,25,Iberian Coastal,37 368 079.95
1961,26,Mediterranean Sea,211 674 331.21
1961,27,Canary Current,14 186 521.93
1961,28,Guinea Current,80 416 476.64
1961,29,Benguela Current,2 624 786.33
1961,30,Agulhas Current,6 597 934.98
1961,31,Somali Coastal Current,5 271 919.46
1961,32,Arabian Sea,38 436 112.03
1961,33,Red Sea,9 174 669.77
1961,34,Bay of Bengal,24 364 665.16
1961,35,Gulf of Thailand,13 081 799.47
1961,36,South China Sea,64 182 824.74
1961,37,Sulu-Celebes Sea,78 259 031.70
1961,38,Indonesian Sea,25 051 607.59
1961,39,North Australian Shelf,2 514 117.27
1961,40,Northeast Australian Shelf,5 438 278.56
1961,41,East Central Australian Shelf,2 548 861.61
1961,42,Southeast Australian Shelf,4 227 341.21
1961,43,Southwest Australian Shelf,1 423 461.50
1961,44,West Central Australian Shelf,1 363 726.98
1961,45,Northwest Australian Shelf,3 543 960.06
1961,46,New Zealand Shelf,2 140 775.68
1961,47,East China Sea,20 372 983.56
1961,48,Yellow Sea,9 075 069.39
1961,49,Kuroshio Current,38 281 046.86
1961,50,Sea of Japan,26 134 083.07
1961,51,Oyashio Current,2 216 734.80
1961,52,Okhotsk Sea,12 665 611.00
1961,53,West Bering Sea,970 797.79
1961,54,Nrothern Bering - Chukchi Sea,6 473 516.51
1961,59,Greenland Sea,10 805 424.66
1961,62,Black Sea,58 252 613.60
1961,65,Aleutian,3 367 444.23
1962,1,East Bering Sea,23 158 482.26
1962,2,Gulf of Alaska,102 505 244.49
1962,3,California Current,64 049 321.45
1962,4,Gulf of California,4 451 925.74
1962,5,Gulf of Mexico,62 122 319.06
1962,6,Southeast U.S. Continental Shelf,10 253 585.89
1962,7,Northeast U.S. Continental Shelf,93 300 599.10
1962,8,Scotian Shelf,94 038 841.74
1962,9,Newfoundland-Labrador Shelf,85 715 919.29
1962,10,Insular Pacific-Hawaiian,14 156 608.13
1962,11,Pacific Central-American Coastal,42 399 729.97
1962,12,Caribbean Sea,65 667 405.34
1962,13,Humboldt Current,16 797 313.86
1962,14,Patagonian Shelf,5 205 027.53
1962,15,South Brazil Shelf,6 988 240.27
1962,16,East Brazil Shelf,22 997 411.54
1962,17,North Brazil Shelf,16 296 018.98
1962,18,Canadian Eastern Arctic -West Greenland,32 092 028.87
1962,19,Iceland Shelf/Sea,2 129 554.91
1962,20,Barents Sea,39 845 741.57
1962,21,Norwegian Sea,17 065 245.19
1962,22,North Sea,180 610 846.67
1962,23,Baltic Sea,116 201 929.78
1962,24,Celtic-Biscay Shelf,190 602 398.73
1962,25,Iberian Coastal,34 838 223.05
1962,26,Mediterranean Sea,210 138 462.36
1962,27,Canary Current,16 819 667.52
1962,28,Guinea Current,79 768 295.20
1962,29,Benguela Current,1 759 793.31
1962,30,Agulhas Current,7 432 724.54
1962,31,Somali Coastal Current,5 563 321.92
1962,32,Arabian Sea,40 370 117.01
1962,33,Red Sea,9 271 078.94
1962,34,Bay of Bengal,25 467 824.88
1962,35,Gulf of Thailand,13 846 217.68
1962,36,South China Sea,68 273 148.72
1962,37,Sulu-Celebes Sea,89 124 091.05
1962,38,Indonesian Sea,27 713 285.09
1962,39,North Australian Shelf,3 221 133.25
1962,40,Northeast Australian Shelf,5 913 390.24
1962,41,East Central Australian Shelf,2 992 894.63
1962,42,Southeast Australian Shelf,4 833 719.31
1962,43,Southwest Australian Shelf,1 756 497.63
1962,44,West Central Australian Shelf,1 393 278.05
1962,45,Northwest Australian Shelf,4 391 082.58
1962,46,New Zealand Shelf,1 685 150.66
1962,47,East China Sea,21 866 486.08
1962,48,Yellow Sea,9 990 926.05
1962,49,Kuroshio Current,40 193 247.54
1962,50,Sea of Japan,26 424 306.61
1962,51,Oyashio Current,2 280 642.29
1962,52,Okhotsk Sea,13 553 737.93
1962,53,West Bering Sea,1 041 205.66
1962,54,Nrothern Bering - Chukchi Sea,6 780 591.98
1962,59,Greenland Sea,20 631 222.46
1962,60,Faroe Plateau,198 322.81
1962,62,Black Sea,58 466 944.67
1962,65,Aleutian,3 587 757.19
1963,1,East Bering Sea,23 928 646.76
1963,2,Gulf of Alaska,94 811 977.69
1963,3,California Current,63 761 686.77
1963,4,Gulf of California,7 107 784.79
1963,5,Gulf of Mexico,56 662 333.02
1963,6,Southeast U.S. Continental Shelf,7 575 079.13
1963,7,Northeast U.S. Continental Shelf,125 619 579.16
1963,8,Scotian Shelf,59 530 084.34
1963,9,Newfoundland-Labrador Shelf,58 151 068.52
1963,10,Insular Pacific-Hawaiian,14 595 428.24
1963,11,Pacific Central-American Coastal,57 550 400.75
1963,12,Caribbean Sea,94 190 310.69
1963,13,Humboldt Current,19 826 790.43
1963,14,Patagonian Shelf,5 440 581.11
1963,15,South Brazil Shelf,5 830 517.10
1963,16,East Brazil Shelf,22 222 220.41
1963,17,North Brazil Shelf,22 201 190.72
1963,18,Canadian Eastern Arctic -West Greenland,19 099 664.40
1963,19,Iceland Shelf/Sea,2 294 100.59
1963,20,Barents Sea,18 464 696.10
1963,21,Norwegian Sea,1 658 107.56
1963,22,North Sea,157 492 179.75
1963,23,Baltic Sea,58 885 807.13
1963,24,Celtic-Biscay Shelf,195 198 026.38
1963,25,Iberian Coastal,35 071 478.07
1963,26,Mediterranean Sea,206 768 510.93
1963,27,Canary Current,16 001 163.09
1963,28,Guinea Current,79 554 856.28
1963,29,Benguela Current,2 089 904.74
1963,30,Agulhas Current,10 902 862.93
1963,31,Somali Coastal Current,10 124 848.36
1963,32,Arabian Sea,54 807 391.85
1963,33,Red Sea,10 789 507.85
1963,34,Bay of Bengal,28 998 184.36
1963,35,Gulf of Thailand,16 918 271.87
1963,36,South China Sea,68 529 464.58
1963,37,Sulu-Celebes Sea,93 738 593.41
1963,38,Indonesian Sea,32 683 563.06
1963,39,North Australian Shelf,3 939 536.81
1963,40,Northeast Australian Shelf,6 685 954.38
1963,41,East Central Australian Shelf,3 323 633.38
1963,42,Southeast Australian Shelf,5 333 881.59
1963,43,Southwest Australian Shelf,1 802 622.68
1963,44,West Central Australian Shelf,1 634 516.09
1963,45,Northwest Australian Shelf,5 240 698.14
1963,46,New Zealand Shelf,1 733 924.79
1963,47,East China Sea,21 997 919.84
1963,48,Yellow Sea,9 617 901.92
1963,49,Kuroshio Current,41 145 495.02
1963,50,Sea of Japan,28 306 852.91
1963,51,Oyashio Current,2 317 266.58
1963,52,Okhotsk Sea,13 728 087.49
1963,53,West Bering Sea,1 077 485.67
1963,54,Nrothern Bering - Chukchi Sea,7 030 285.77
1963,59,Greenland Sea,11 666 514.96
1963,62,Black Sea,59 302 523.50
1963,65,Aleutian,3 683 784.36
1964,1,East Bering Sea,20 222 161.26
1964,2,Gulf of Alaska,80 112 711.09
1964,3,California Current,56 121 199.97
1964,4,Gulf of California,6 767 056.45
1964,5,Gulf of Mexico,54 655 073.88
1964,6,Southeast U.S. Continental Shelf,7 388 106.33
1964,7,Northeast U.S. Continental Shelf,126 930 913.14
1964,8,Scotian Shelf,48 825 032.28
1964,9,Newfoundland-Labrador Shelf,76 729 477.10
1964,10,Insular Pacific-Hawaiian,13 105 285.98
1964,11,Pacific Central-American Coastal,61 937 699.08
1964,12,Caribbean Sea,95 184 488.53
1964,13,Humboldt Current,25 234 207.59
1964,14,Patagonian Shelf,10 221 789.19
1964,15,South Brazil Shelf,7 171 710.09
1964,16,East Brazil Shelf,24 388 189.63
1964,17,North Brazil Shelf,22 410 034.03
1964,18,Canadian Eastern Arctic -West Greenland,22 076 571.19
1964,19,Iceland Shelf/Sea,2 690 292.10
1964,20,Barents Sea,44 708 723.10
1964,21,Norwegian Sea,1 795 050.43
1964,22,North Sea,178 877 288.30
1964,23,Baltic Sea,111 599 917.15
1964,24,Celtic-Biscay Shelf,205 292 948.69
1964,25,Iberian Coastal,33 290 480.73
1964,26,Mediterranean Sea,212 218 208.97
1964,27,Canary Current,16 423 072.05
1964,28,Guinea Current,83 492 786.31
1964,29,Benguela Current,1 517 965.12
1964,30,Agulhas Current,28 956 470.50
1964,31,Somali Coastal Current,13 136 573.50
1964,32,Arabian Sea,49 270 396.72
1964,33,Red Sea,12 420 885.66
1964,34,Bay of Bengal,31 626 709.16
1964,35,Gulf of Thailand,15 871 874.34
1964,36,South China Sea,68 493 203.42
1964,37,Sulu-Celebes Sea,82 760 274.20
1964,38,Indonesian Sea,36 280 915.48
1964,39,North Australian Shelf,4 566 409.53
1964,40,Northeast Australian Shelf,7 579 532.45
1964,41,East Central Australian Shelf,3 582 185.54
1964,42,Southeast Australian Shelf,6 103 906.79
1964,43,Southwest Australian Shelf,2 051 206.92
1964,44,West Central Australian Shelf,1 892 165.99
1964,45,Northwest Australian Shelf,6 153 723.15
1964,46,New Zealand Shelf,2 550 351.34
1964,47,East China Sea,19 100 638.96
1964,48,Yellow Sea,9 176 276.77
1964,49,Kuroshio Current,40 300 372.38
1964,50,Sea of Japan,31 966 160.18
1964,51,Oyashio Current,2 303 877.55
1964,52,Okhotsk Sea,9 514 724.93
1964,53,West Bering Sea,1 653 372.20
1964,54,Nrothern Bering - Chukchi Sea,5 911 709.89
1964,59,Greenland Sea,13 354 484.78
1964,62,Black Sea,60 532 768.13
1964,65,Aleutian,3 132 762.42
1965,1,East Bering Sea,19 965 412.79
1965,2,Gulf of Alaska,70 993 197.61
1965,3,California Current,61 262 641.90
1965,4,Gulf of California,6 175 972.84
1965,5,Gulf of Mexico,50 481 285.51
1965,6,Southeast U.S. Continental Shelf,7 228 841.10
1965,7,Northeast U.S. Continental Shelf,100 958 648.96
1965,8,Scotian Shelf,82 293 888.29
1965,9,Newfoundland-Labrador Shelf,39 123 115.74
1965,10,Insular Pacific-Hawaiian,11 894 326.70
1965,11,Pacific Central-American Coastal,56 375 787.04
1965,12,Caribbean Sea,88 115 825.95
1965,13,Humboldt Current,24 863 243.59
1965,14,Patagonian Shelf,10 070 467.20
1965,15,South Brazil Shelf,7 873 578.78
1965,16,East Brazil Shelf,25 711 001.48
1965,17,North Brazil Shelf,22 526 844.33
1965,18,Canadian Eastern Arctic -West Greenland,19 283 543.12
1965,19,Iceland Shelf/Sea,2 386 187.73
1965,20,Barents Sea,42 719 633.88
1965,21,Norwegian Sea,1 668 084.91
1965,22,North Sea,193 037 281.02
1965,23,Baltic Sea,120 656 695.23
1965,24,Celtic-Biscay Shelf,217 486 894.27
1965,25,Iberian Coastal,33 474 753.82
1965,26,Mediterranean Sea,216 423 522.15
1965,27,Canary Current,18 053 027.62
1965,28,Guinea Current,86 211 855.95
1965,29,Benguela Current,3 575 979.89
1965,30,Agulhas Current,33 046 307.77
1965,31,Somali Coastal Current,14 647 214.36
1965,32,Arabian Sea,62 401 377.32
1965,33,Red Sea,14 673 154.33
1965,34,Bay of Bengal,33 687 363.08
1965,35,Gulf of Thailand,15 642 115.39
1965,36,South China Sea,66 001 507.22
1965,37,Sulu-Celebes Sea,78 213 817.54
1965,38,Indonesian Sea,33 307 626.01
1965,39,North Australian Shelf,1 282 916.79
1965,40,Northeast Australian Shelf,7 453 321.57
1965,41,East Central Australian Shelf,1 438 251.64
1965,42,Southeast Australian Shelf,11 265 413.11
1965,43,Southwest Australian Shelf,7 858 600.12
1965,44,West Central Australian Shelf,1 008 116.12
1965,45,Northwest Australian Shelf,4 509 823.54
1965,46,New Zealand Shelf,2 798 092.80
1965,47,East China Sea,18 467 282.44
1965,48,Yellow Sea,8 734 940.44
1965,49,Kuroshio Current,36 484 413.44
1965,50,Sea of Japan,30 446 346.90
1965,51,Oyashio Current,2 443 817.96
1965,52,Okhotsk Sea,9 553 468.02
1965,53,West Bering Sea,1 518 749.53
1965,54,Nrothern Bering - Chukchi Sea,5 661 805.67
1965,59,Greenland Sea,11 032 566.01
1965,62,Black Sea,60 569 776.82
1965,65,Aleutian,3 212 850.06
1966,1,East Bering Sea,21 993 836.10
1966,2,Gulf of Alaska,70 879 712.39
1966,3,California Current,71 840 893.31
1966,4,Gulf of California,5 299 461.98
1966,5,Gulf of Mexico,55 091 514.29
1966,6,Southeast U.S. Continental Shelf,7 627 937.98
1966,7,Northeast U.S. Continental Shelf,111 061 059.72
1966,8,Scotian Shelf,74 736 442.22
1966,9,Newfoundland-Labrador Shelf,43 143 033.55
1966,10,Insular Pacific-Hawaiian,12 561 498.31
1966,11,Pacific Central-American Coastal,38 114 311.84
1966,12,Caribbean Sea,104 926 715.34
1966,13,Humboldt Current,25 435 231.27
1966,14,Patagonian Shelf,11 969 359.20
1966,15,South Brazil Shelf,11 821 472.27
1966,16,East Brazil Shelf,31 251 464.19
1966,17,North Brazil Shelf,22 390 694.04
1966,18,Canadian Eastern Arctic -West Greenland,22 399 662.45
1966,19,Iceland Shelf/Sea,2 730 224.27
1966,20,Barents Sea,39 563 591.67
1966,21,Norwegian Sea,1 764 009.40
1966,22,North Sea,184 866 119.39
1966,23,Baltic Sea,124 780 091.38
1966,24,Celtic-Biscay Shelf,227 392 470.89
1966,25,Iberian Coastal,50 958 810.76
1966,26,Mediterranean Sea,231 280 742.47
1966,27,Canary Current,16 599 135.47
1966,28,Guinea Current,89 397 834.60
1966,29,Benguela Current,3 009 750.59
1966,30,Agulhas Current,35 007 221.15
1966,31,Somali Coastal Current,15 011 700.63
1966,32,Arabian Sea,68 377 031.95
1966,33,Red Sea,15 484 560.53
1966,34,Bay of Bengal,33 336 586.22
1966,35,Gulf of Thailand,16 649 498.80
1966,36,South China Sea,70 227 426.77
1966,37,Sulu-Celebes Sea,84 570 814.97
1966,38,Indonesian Sea,38 105 462.92
1966,39,North Australian Shelf,1 419 893.46
1966,40,Northeast Australian Shelf,7 848 660.94
1966,41,East Central Australian Shelf,887 923.08
1966,42,Southeast Australian Shelf,11 739 938.32
1966,43,Southwest Australian Shelf,8 172 524.72
1966,44,West Central Australian Shelf,963 406.59
1966,45,Northwest Australian Shelf,4 601 552.21
1966,46,New Zealand Shelf,2 837 982.25
1966,47,East China Sea,19 348 044.11
1966,48,Yellow Sea,9 205 591.18
1966,49,Kuroshio Current,39 404 851.12
1966,50,Sea of Japan,32 700 100.07
1966,51,Oyashio Current,2 671 993.64
1966,52,Okhotsk Sea,10 620 498.35
1966,53,West Bering Sea,1 716 190.87
1966,54,Nrothern Bering - Chukchi Sea,6 352 636.68
1966,59,Greenland Sea,12 426 544.83
1966,62,Black Sea,63 058 645.54
1966,65,Aleutian,3 482 649.74
1967,1,East Bering Sea,21 231 331.55
1967,2,Gulf of Alaska,69 637 789.13
1967,3,California Current,83 226 269.84
1967,4,Gulf of California,9 070 960.79
1967,5,Gulf of Mexico,48 846 333.24
1967,6,Southeast U.S. Continental Shelf,6 162 266.60
1967,7,Northeast U.S. Continental Shelf,104 122 369.22
1967,8,Scotian Shelf,61 672 052.76
1967,9,Newfoundland-Labrador Shelf,60 048 781.12
1967,10,Insular Pacific-Hawaiian,11 699 695.97
1967,11,Pacific Central-American Coastal,42 142 901.67
1967,12,Caribbean Sea,98 126 270.42
1967,13,Humboldt Current,23 194 051.64
1967,14,Patagonian Shelf,11 891 237.24
1967,15,South Brazil Shelf,10 879 798.67
1967,16,East Brazil Shelf,28 394 449.80
1967,17,North Brazil Shelf,20 410 746.88
1967,18,Canadian Eastern Arctic -West Greenland,21 801 955.03
1967,19,Iceland Shelf/Sea,2 654 890.84
1967,20,Barents Sea,40 748 873.64
1967,21,Norwegian Sea,1 765 440.13
1967,22,North Sea,191 130 475.88
1967,23,Baltic Sea,128 484 329.90
1967,24,Celtic-Biscay Shelf,238 154 119.96
1967,25,Iberian Coastal,37 252 870.05
1967,26,Mediterranean Sea,237 299 091.40
1967,27,Canary Current,21 391 605.28
1967,28,Guinea Current,64 135 009.62
1967,29,Benguela Current,21 753 419.69
1967,30,Agulhas Current,35 265 689.64
1967,31,Somali Coastal Current,15 167 299.12
1967,32,Arabian Sea,69 835 901.20
1967,33,Red Sea,16 044 510.39
1967,34,Bay of Bengal,35 157 042.14
1967,35,Gulf of Thailand,16 959 519.93
1967,36,South China Sea,69 304 730.49
1967,37,Sulu-Celebes Sea,80 388 175.78
1967,38,Indonesian Sea,36 805 108.49
1967,39,North Australian Shelf,1 499 314.26
1967,40,Northeast Australian Shelf,7 185 315.35
1967,41,East Central Australian Shelf,679 280.52
1967,42,Southeast Australian Shelf,11 517 758.93
1967,43,Southwest Australian Shelf,8 189 625.33
1967,44,West Central Australian Shelf,841 719.76
1967,45,Northwest Australian Shelf,4 565 771.08
1967,46,New Zealand Shelf,3 339 163.47
1967,47,East China Sea,18 175 082.08
1967,48,Yellow Sea,8 845 756.11
1967,49,Kuroshio Current,35 839 773.33
1967,50,Sea of Japan,29 118 635.25
1967,51,Oyashio Current,2 274 210.70
1967,52,Okhotsk Sea,9 670 238.52
1967,53,West Bering Sea,1 614 475.43
1967,54,Nrothern Bering - Chukchi Sea,6 062 804.98
1967,59,Greenland Sea,12 984 508.93
1967,62,Black Sea,58 118 550.24
1967,65,Aleutian,3 260 494.47
1968,1,East Bering Sea,21 671 638.63
1968,2,Gulf of Alaska,81 381 042.21
1968,3,California Current,68 562 952.97
1968,4,Gulf of California,7 436 967.75
1968,5,Gulf of Mexico,53 413 704.12
1968,6,Southeast U.S. Continental Shelf,6 099 732.61
1968,7,Northeast U.S. Continental Shelf,101 761 072.20
1968,8,Scotian Shelf,80 083 919.10
1968,9,Newfoundland-Labrador Shelf,47 548 312.63
1968,10,Insular Pacific-Hawaiian,12 585 849.52
1968,11,Pacific Central-American Coastal,73 656 463.27
1968,12,Caribbean Sea,102 604 748.50
1968,13,Humboldt Current,22 507 185.06
1968,14,Patagonian Shelf,12 764 297.48
1968,15,South Brazil Shelf,11 053 185.78
1968,16,East Brazil Shelf,28 699 612.85
1968,17,North Brazil Shelf,21 786 114.35
1968,18,Canadian Eastern Arctic -West Greenland,19 650 925.50
1968,19,Iceland Shelf/Sea,11 467 963.19
1968,20,Barents Sea,41 396 091.55
1968,21,Norwegian Sea,16 954 026.41
1968,22,North Sea,198 516 533.84
1968,23,Baltic Sea,134 424 193.75
1968,24,Celtic-Biscay Shelf,228 303 082.15
1968,25,Iberian Coastal,36 438 390.46
1968,26,Mediterranean Sea,251 039 890.75
1968,27,Canary Current,22 894 080.95
1968,28,Guinea Current,58 559 802.08
1968,29,Benguela Current,29 811 257.18
1968,30,Agulhas Current,36 487 740.57
1968,31,Somali Coastal Current,14 100 393.86
1968,32,Arabian Sea,70 307 787.35
1968,33,Red Sea,14 422 517.02
1968,34,Bay of Bengal,35 941 039.66
1968,35,Gulf of Thailand,17 162 199.66
1968,36,South China Sea,65 988 068.27
1968,37,Sulu-Celebes Sea,79 929 081.10
1968,38,Indonesian Sea,36 529 967.49
1968,39,North Australian Shelf,1 588 220.99
1968,40,Northeast Australian Shelf,7 204 054.24
1968,41,East Central Australian Shelf,930 124.61
1968,42,Southeast Australian Shelf,13 030 480.39
1968,43,Southwest Australian Shelf,8 498 014.62
1968,44,West Central Australian Shelf,962 285.11
1968,45,Northwest Australian Shelf,4 957 444.69
1968,46,New Zealand Shelf,3 143 247.45
1968,47,East China Sea,18 043 361.88
1968,48,Yellow Sea,8 565 504.96
1968,49,Kuroshio Current,34 854 689.29
1968,50,Sea of Japan,28 477 382.27
1968,51,Oyashio Current,2 167 601.15
1968,52,Okhotsk Sea,9 522 063.28
1968,53,West Bering Sea,1 567 527.77
1968,54,Nrothern Bering - Chukchi Sea,6 216 096.22
1968,59,Greenland Sea,23 467 733.79
1968,60,Faroe Plateau,216 559.05
1968,62,Black Sea,57 193 609.60
1968,65,Aleutian,3 205 097.60
1969,1,East Bering Sea,23 896 929.65
1969,2,Gulf of Alaska,87 439 097.42
1969,3,California Current,76 270 276.29
1969,4,Gulf of California,10 275 448.99
1969,5,Gulf of Mexico,60 702 365.96
1969,6,Southeast U.S. Continental Shelf,7 031 890.88
1969,7,Northeast U.S. Continental Shelf,101 839 210.54
1969,8,Scotian Shelf,75 186 844.70
1969,9,Newfoundland-Labrador Shelf,61 510 968.02
1969,10,Insular Pacific-Hawaiian,14 681 633.59
1969,11,Pacific Central-American Coastal,49 690 137.59
1969,12,Caribbean Sea,123 813 633.24
1969,13,Humboldt Current,20 717 476.05
1969,14,Patagonian Shelf,15 824 081.89
1969,15,South Brazil Shelf,13 434 518.55
1969,16,East Brazil Shelf,32 903 505.89
1969,17,North Brazil Shelf,23 673 701.01
1969,18,Canadian Eastern Arctic -West Greenland,23 555 867.79
1969,19,Iceland Shelf/Sea,2 948 004.79
1969,20,Barents Sea,43 596 364.57
1969,21,Norwegian Sea,2 117 520.64
1969,22,North Sea,196 745 456.95
1969,23,Baltic Sea,116 807 830.47
1969,24,Celtic-Biscay Shelf,244 532 126.66
1969,25,Iberian Coastal,37 160 104.35
1969,26,Mediterranean Sea,251 690 246.77
1969,27,Canary Current,27 272 153.14
1969,28,Guinea Current,86 006 668.99
1969,29,Benguela Current,21 871 538.22
1969,30,Agulhas Current,35 007 335.23
1969,31,Somali Coastal Current,15 359 812.60
1969,32,Arabian Sea,68 158 488.97
1969,33,Red Sea,15 667 969.35
1969,34,Bay of Bengal,39 964 590.93
1969,35,Gulf of Thailand,16 733 104.09
1969,36,South China Sea,63 094 238.94
1969,37,Sulu-Celebes Sea,89 067 184.79
1969,38,Indonesian Sea,42 234 593.03
1969,39,North Australian Shelf,2 215 648.50
1969,40,Northeast Australian Shelf,9 835 661.25
1969,41,East Central Australian Shelf,792 195.72
1969,42,Southeast Australian Shelf,18 102 399.31
1969,43,Southwest Australian Shelf,11 502 395.40
1969,44,West Central Australian Shelf,1 141 911.54
1969,45,Northwest Australian Shelf,6 113 840.97
1969,46,New Zealand Shelf,6 328 573.38
1969,47,East China Sea,19 790 307.46
1969,48,Yellow Sea,9 179 722.31
1969,49,Kuroshio Current,39 628 381.43
1969,50,Sea of Japan,32 569 056.77
1969,51,Oyashio Current,2 517 736.55
1969,52,Okhotsk Sea,11 041 827.67
1969,53,West Bering Sea,1 830 091.06
1969,54,Nrothern Bering - Chukchi Sea,6 687 248.22
1969,59,Greenland Sea,14 486 512.43
1969,62,Black Sea,60 621 403.34
1969,65,Aleutian,3 591 346.47
1970,1,East Bering Sea,21 995 967.04
1970,2,Gulf of Alaska,97 849 044.04
1970,3,California Current,60 812 749.88
1970,4,Gulf of California,13 248 383.88
1970,5,Gulf of Mexico,60 278 502.29
1970,6,Southeast U.S. Continental Shelf,7 474 193.75
1970,7,Northeast U.S. Continental Shelf,101 676 740.86
1970,8,Scotian Shelf,67 133 029.84
1970,9,Newfoundland-Labrador Shelf,50 551 325.68
1970,10,Insular Pacific-Hawaiian,15 670 393.77
1970,11,Pacific Central-American Coastal,73 898 700.06
1970,12,Caribbean Sea,124 362 937.18
1970,13,Humboldt Current,24 795 451.36
1970,14,Patagonian Shelf,20 634 492.53
1970,15,South Brazil Shelf,14 436 840.37
1970,16,East Brazil Shelf,28 341 498.00
1970,17,North Brazil Shelf,26 345 327.19
1970,18,Canadian Eastern Arctic -West Greenland,22 374 298.61
1970,19,Iceland Shelf/Sea,2 837 630.40
1970,20,Barents Sea,45 893 825.62
1970,21,Norwegian Sea,1 991 468.76
1970,22,North Sea,126 875 386.21
1970,23,Baltic Sea,169 598 814.29
1970,24,Celtic-Biscay Shelf,263 981 519.46
1970,25,Iberian Coastal,37 590 519.29
1970,26,Mediterranean Sea,253 284 722.52
1970,27,Canary Current,29 493 548.56
1970,28,Guinea Current,110 253 637.84
1970,29,Benguela Current,5 998 331.92
1970,30,Agulhas Current,37 903 990.30
1970,31,Somali Coastal Current,10 628 074.49
1970,32,Arabian Sea,66 443 884.00
1970,33,Red Sea,10 504 865.26
1970,34,Bay of Bengal,36 087 734.11
1970,35,Gulf of Thailand,19 695 936.74
1970,36,South China Sea,37 833 719.55
1970,37,Sulu-Celebes Sea,95 155 023.63
1970,38,Indonesian Sea,38 330 705.04
1970,39,North Australian Shelf,2 314 750.89
1970,40,Northeast Australian Shelf,10 020 305.33
1970,41,East Central Australian Shelf,639 791.44
1970,42,Southeast Australian Shelf,18 403 377.84
1970,43,Southwest Australian Shelf,11 330 472.17
1970,44,West Central Australian Shelf,1 453 308.72
1970,45,Northwest Australian Shelf,6 443 577.32
1970,46,New Zealand Shelf,7 287 054.83
1970,47,East China Sea,19 656 781.83
1970,48,Yellow Sea,9 142 086.98
1970,49,Kuroshio Current,37 947 632.62
1970,50,Sea of Japan,30 908 742.82
1970,51,Oyashio Current,2 313 908.89
1970,52,Okhotsk Sea,9 386 724.85
1970,53,West Bering Sea,1 647 919.35
1970,54,Nrothern Bering - Chukchi Sea,6 070 265.23
1970,59,Greenland Sea,14 298 854.46
1970,62,Black Sea,53 450 989.38
1970,65,Aleutian,3 286 657.18
1971,1,East Bering Sea,18 745 975.33
1971,2,Gulf of Alaska,78 700 329.32
1971,3,California Current,61 932 306.19
1971,4,Gulf of California,9 360 194.98
1971,5,Gulf of Mexico,61 051 990.54
1971,6,Southeast U.S. Continental Shelf,6 904 617.17
1971,7,Northeast U.S. Continental Shelf,104 380 700.19
1971,8,Scotian Shelf,76 518 233.01
1971,9,Newfoundland-Labrador Shelf,47 112 824.67
1971,10,Insular Pacific-Hawaiian,15 188 318.16
1971,11,Pacific Central-American Coastal,81 669 058.60
1971,12,Caribbean Sea,132 956 978.04
1971,13,Humboldt Current,28 520 690.04
1971,14,Patagonian Shelf,13 709 990.60
1971,15,South Brazil Shelf,14 178 571.21
1971,16,East Brazil Shelf,29 394 060.27
1971,17,North Brazil Shelf,27 796 207.66
1971,18,Canadian Eastern Arctic -West Greenland,22 977 367.50
1971,19,Iceland Shelf/Sea,2 985 504.20
1971,20,Barents Sea,48 413 383.33
1971,21,Norwegian Sea,2 348 264.41
1971,22,North Sea,187 867 095.60
